Event Date / Time,Event Number,Type,Address,Latitude,Longitude
7/18/2024 10:23,2024-043536,CHECK WELL BEING,"310 GETTYSBURG RD Belleville, IL",,
7/18/2024 14:33,2024-043578,CHECK WELL BEING,"410 N 38TH Belleville, IL",38.5375919,-90.0133895
7/18/2024 15:35,2024-043591,CHECK WELL BEING,"710 SCHEEL ST Belleville, IL",38.5207741,-89.9755874
7/19/2024 5:50,2024-043719,CHECK WELL BEING,"5710 NORTH BELT Belleville, IL",38.5416425,-90.033377
7/19/2024 8:18,2024-043738,CHECK WELL BEING,"5710 NORTH BELT Belleville, IL",38.5416425,-90.033377
7/19/2024 12:22,2024-043792,CHECK WELL BEING,"10 CHRISTOPHER DR Belleville, IL",,
7/15/2024 10:53,2024-042714,CHECK WELL BEING 24-03956,"510 WABASH AVE Belleville, IL",,
7/15/2024 13:33,2024-042746,CHECK WELL BEING 24-03959,"1310 UNION AVE Belleville, IL",,
7/19/2024 22:08,2024-043920,CHECK WELL BEING,"3010 W MAIN Belleville, IL",38.5287319,-90.0124454
7/17/2024 20:29,2024-043422,CHILD CUSTODY PROBLEMS,"1010 CARLYLE AVE Belleville, IL",38.5183485,-89.9465198
7/19/2024 11:19,2024-043780,CHILD CUSTODY PROBLEMS,"720 W MAIN Belleville, IL",,
7/19/2024 16:31,2024-043827,CHILD CUSTODY PROBLEMS,"720 W MAIN Belleville, IL",38.5133354,-89.9901936342252
7/19/2024 16:45,2024-043834,CHILD CUSTODY PROBLEMS,"2010 CELEBRATION PARK Belleville, IL",38.48791,-89.982255
7/13/2024 13:16,2024-042305,CHILD LEFT UNATTENDED,"10 S 88TH Belleville, IL",,
7/15/2024 17:48,2024-042778,CHILD LEFT UNATTENDED,"510 N 4TH Belleville, IL",38.5192862,-89.9902058
7/16/2024 10:15,2024-042928,CHILD LEFT UNATTENDED,"2610 GREEN MOUNT Belleville, IL",38.520541,-89.924028
7/16/2024 17:07,2024-043125,CHILD LEFT UNATTENDED,"1810 CARLYLE AVE Belleville, IL",,
7/16/2024 23:04,2024-043208,CHILD LEFT UNATTENDED,"710 BRISTOW ST Belleville, IL",,
7/17/2024 8:35,2024-043266,CHILD LEFT UNATTENDED,"1210 FRANK SCOTT Belleville, IL",,
7/13/2024 11:45,2024-042291,CITIZEN ASSIST,"720 W MAIN Belleville, IL",38.5133354,-89.9901936342252
7/13/2024 13:15,2024-042304,CITIZEN ASSIST,"8810 W MAIN Belleville, IL",38.5721919,-90.0539327
7/14/2024 11:44,2024-042520,CITIZEN ASSIST,"720 W MAIN Belleville, IL",38.5133354,-89.9901936342252
7/14/2024 12:25,2024-042526,CITIZEN ASSIST,"720 W MAIN Belleville, IL",38.5133354,-89.9901936342252
7/14/2024 17:36,2024-042569,CITIZEN ASSIST,"1710 SOUTH BELT Belleville, IL",,
7/15/2024 18:12,2024-042782,CITIZEN ASSIST,"720 W MAIN Belleville, IL",,
7/15/2024 18:39,2024-042787,CITIZEN ASSIST,"5410 W MAIN Belleville, IL",38.5466423,-90.0324872
7/15/2024 19:29,2024-042803,CITIZEN ASSIST,"720 W MAIN Belleville, IL",38.5133354,-89.9901936342252
7/15/2024 19:31,2024-042806,CITIZEN ASSIST,"720 W MAIN Belleville, IL",,
7/16/2024 3:03,2024-042866,CITIZEN ASSIST,"720 W MAIN Belleville, IL",,
7/16/2024 14:16,2024-043062,CITIZEN ASSIST,"720 W MAIN Belleville, IL",,
7/16/2024 15:17,2024-043087,CITIZEN ASSIST,"1710 N CHARLES Belleville, IL",38.529352,-89.966699
7/17/2024 17:34,2024-043383,CITIZEN ASSIST,"720 W MAIN Belleville, IL",38.5133354,-89.9901936342252
7/17/2024 17:36,2024-043384,CITIZEN ASSIST,"1710 N CHARLES Belleville, IL",,
7/18/2024 6:37,2024-043500,CITIZEN ASSIST,"2310 W MAIN Belleville, IL",38.522521,-90.009084
7/18/2024 13:52,2024-043568,CITIZEN ASSIST,"110 SOUTH BELT Belleville, IL",38.5024915,-89.9825183
7/18/2024 13:55,2024-043569,CITIZEN ASSIST,"10 BEN LOUIS Belleville, IL",,
7/19/2024 19:18,2024-043856,CIVIL MATTER,"610 SPRINGDALE DR Belleville, IL",38.544284,-90.0432987
7/13/2024 4:45,2024-042227,DAMAGE TO PROPERTY,"210 N 38TH Belleville, IL",38.5365145,-90.0151702
7/16/2024 13:45,2024-043046,DAMAGE TO PROPERTY,"310 W MONROE Belleville, IL",,
7/17/2024 6:12,2024-043245,DAMAGE TO PROPERTY,"10 BEDFORD DR Belleville, IL",,
7/17/2024 12:14,2024-043315,DAMAGE TO PROPERTY,"310 S DOUGLAS Belleville, IL",,
7/17/2024 22:58,2024-043452,DAMAGE TO PROPERTY,"1 CENTREVILLE AVE/S 6TH Belleville, IL",38.51473,-89.973456
7/18/2024 19:45,2024-043644,DAMAGE TO PROPERTY,"3910 SOUTH PARK Belleville, IL",38.5464336,-90.0147359
7/19/2024 0:04,2024-043695,DAMAGE TO PROPERTY,"1810 N CHURCH Belleville, IL",,
7/14/2024 7:40,2024-042484,DAMAGE TO PROPERTY 24-03933,"6410 W MAIN Belleville, IL",,
7/16/2024 11:41,2024-042956,DAMAGE TO PROPERTY 24-03979,"10 PHEASANTWOOD DR Belleville, IL",38.5480804,-90.0076469
7/14/2024 18:22,2024-042574,DAMAGE TO VEHICLE 24-03945,"410 N 4TH Belleville, IL",38.5181218,-89.989916
7/18/2024 15:37,2024-043593,DAMAGE TO VEHICLE 24-04019,"4500 MEMORIAL DR Belleville, IL",38.5490423,-90.0214708
7/18/2024 19:59,2024-043646,DAMAGE TO VEHICLE 24-04024,"10 N CHURCH Belleville, IL",38.514025,-89.980026
7/15/2024 8:32,2024-042678,DEBRIS IN ROADWAY,"1 N 60TH ST/W Belleville, IL",,
7/16/2024 11:15,2024-042950,DEBRIS IN ROADWAY,"1 W D ST/N Belleville, IL",38.51473,-89.973456
7/14/2024 6:18,2024-042479,DECEASED PERSON 24-03932,"10 DARDENELLE DR Belleville, IL",38.514933,-89.959855
7/19/2024 5:10,2024-043718,DECEASED PERSON 24-04028,"1010 S CHURCH Belleville, IL",38.503281,-89.979951
7/17/2024 13:52,2024-043331,DIRT BIKE COMPLAINT,"1 N 70TH ST/W Belleville, IL",38.559113,-90.040286
7/19/2024 17:58,2024-043845,DIRT BIKE COMPLAINT,"2410 PATHWAYS CROSSING Belleville, IL",,
7/13/2024 3:19,2024-042222,DISORDERLY CONDUCT,"710 SOUTH BELT Belleville, IL",38.5039893,-89.9741095
7/13/2024 19:12,2024-042378,DISORDERLY CONDUCT,"1 E WASHINGTON ST/MASCOUTAH Belleville, IL",38.488666,-89.795137
7/15/2024 3:21,2024-042646,DISORDERLY CONDUCT,"610 E MAIN Belleville, IL",38.513329299999995,-89.97714930214696
7/16/2024 19:45,2024-043165,DISORDERLY CONDUCT 24-03989,"2510 WEST BLVD Belleville, IL",38.5197138,-89.946091
7/14/2024 14:42,2024-042543,DISTURBANCE / PHYSICAL,"910 ROYAL HEIGHTS Belleville, IL",,
7/16/2024 17:24,2024-043127,DISTURBANCE / PHYSICAL,"1410 E MAIN Belleville, IL",38.513313,-89.973952
7/17/2024 7:52,2024-043259,DISTURBANCE / PHYSICAL,"210 S CHURCH Belleville, IL",38.511063,-89.979901
7/15/2024 13:57,2024-042748,DISTURBANCE / PHYSICAL 24-03960,"18 Belleville Police Belleville, IL",,
7/13/2024 20:52,2024-042403,DISTURBANCE / VERBAL,"210 COUNTRY CLUB Belleville, IL",,
7/14/2024 20:37,2024-042605,DISTURBANCE / VERBAL,"110 N 27TH Belleville, IL",38.5259542,-90.0104984
7/14/2024 22:17,2024-042617,DISTURBANCE / VERBAL,"610 W C Belleville, IL",38.516797,-89.992813
7/16/2024 6:51,2024-042886,DISTURBANCE / VERBAL,"2310 MASCOUTAH AVE Belleville, IL",,
7/16/2024 14:08,2024-043059,DISTURBANCE / VERBAL,"1210 LEBANON AVE Belleville, IL",38.5292692,-89.9709177
7/17/2024 0:38,2024-043219,DISTURBANCE / VERBAL,"1710 N CHARLES Belleville, IL",38.529352,-89.966699
7/17/2024 5:48,2024-043244,DISTURBANCE / VERBAL,"410 S ILLINOIS Belleville, IL",,
7/17/2024 7:27,2024-043254,DISTURBANCE / VERBAL,"110 SOUTH BELT Belleville, IL",,
7/17/2024 8:51,2024-043273,DISTURBANCE / VERBAL,"1 E WASHINGTON ST/S Belleville, IL",,
7/18/2024 5:07,2024-043495,DISTURBANCE / VERBAL,"5710 NORTH BELT Belleville, IL",,
7/18/2024 21:52,2024-043677,DISTURBANCE / VERBAL,"110 E MAIN Belleville, IL",,
7/19/2024 8:21,2024-043740,DISTURBANCE / VERBAL,"1110 DAWN DR Belleville, IL",38.5017452,-89.9615683
7/19/2024 20:06,2024-043879,DISTURBANCE / VERBAL,"1 N 38TH ST/NORTH Belleville, IL",38.535049,-90.01754
7/19/2024 20:19,2024-043886,DISTURBANCE / VERBAL,"710 SCHEEL ST Belleville, IL",,
7/18/2024 19:00,2024-043632,DISTURBANCE / VERBAL 24-04022,"10 S 87TH Belleville, IL",,
7/13/2024 19:46,2024-042391,DOG AT LARGE,"510 W CLEVELAND Belleville, IL",,
7/15/2024 10:29,2024-042708,DOG AT LARGE,"510 W CLEVELAND Belleville, IL",38.504837,-89.99199
7/15/2024 18:06,2024-042780,DOG AT LARGE,"610 W ADAMS Belleville, IL",38.594553,-89.919518
7/16/2024 14:08,2024-043058,DOG AT LARGE,"4010 NORTH PARK Belleville, IL",,
7/16/2024 17:49,2024-043134,DOG AT LARGE,"710 E WASHINGTON Belleville, IL",,
7/16/2024 17:56,2024-043137,DOG AT LARGE,"1 RADIANCE DR/LOU ANN Belleville, IL",38.51473,-89.973456
7/18/2024 7:47,2024-043505,DOG AT LARGE,"10 WESTHAVEN MEADOWS Belleville, IL",38.4933133,-89.987881
7/19/2024 8:18,2024-043737,DOG AT LARGE,"110 E WASHINGTON Belleville, IL",,
7/19/2024 19:22,2024-043858,DOG AT LARGE,"1510 N CHURCH Belleville, IL",,
7/19/2024 19:31,2024-043862,DOG AT LARGE,"1 S 88TH ST/W Belleville, IL",,
7/19/2024 20:10,2024-043883,DOG AT LARGE,"8910 TANGLEWOOD CIR Belleville, IL",38.5727965,-90.055344
7/19/2024 21:43,2024-043912,DOG AT LARGE,"8910 TANGLEWOOD CIR Belleville, IL",38.5727965,-90.055344
7/17/2024 20:31,2024-043423,DOG BITE,"4810 BIER ST Belleville, IL",,
7/17/2024 13:50,2024-043332,DOG BITE 24-03999,"510 S PENNSYLVANIA Belleville, IL",,
7/13/2024 0:51,2024-042215,DOMESTIC / IN PROGRESS,"810 E WASHINGTON Belleville, IL",,
7/13/2024 5:37,2024-042234,DOMESTIC / IN PROGRESS,"10 MITCHELL LN Belleville, IL",,
7/14/2024 21:40,2024-042614,DOMESTIC / IN PROGRESS,"410 S DE Belleville, IL",,
7/15/2024 3:57,2024-042651,DOMESTIC / IN PROGRESS,"10 ARABELLE DR Belleville, IL",,
7/15/2024 20:09,2024-042813,DOMESTIC / IN PROGRESS,"110 S 18TH Belleville, IL",38.516821,-90.005275
7/16/2024 17:01,2024-043123,DOMESTIC / IN PROGRESS,"210 RAYBURN DR Belleville, IL",38.5452823,-90.0272898
7/16/2024 20:52,2024-043181,DOMESTIC / IN PROGRESS,"1410 FREEBURG AVE Belleville, IL",,
7/16/2024 23:36,2024-043210,DOMESTIC / IN PROGRESS,"1510 LEBANON AVE Belleville, IL",,
7/17/2024 5:01,2024-043239,DOMESTIC / IN PROGRESS,"10 BEN LOUIS Belleville, IL",,
7/17/2024 16:57,2024-043375,DOMESTIC / IN PROGRESS,"210 FREEDOM DR Belleville, IL",38.5389401,-90.0294151
7/19/2024 2:36,2024-043707,DOMESTIC / IN PROGRESS,"1010 BELLE VALLEY Belleville, IL",38.501508,-89.9517502
7/13/2024 12:19,2024-042297,DOMESTIC / IN PROGRESS 24-03913,"3 Belleville Police Belleville, IL",,
7/14/2024 0:16,2024-042445,DOMESTIC / IN PROGRESS 24-03929,"610 W D Belleville, IL",,
7/14/2024 2:26,2024-042458,DOMESTIC / IN PROGRESS 24-03930,"610 BRISTOW ST Belleville, IL",,
7/14/2024 15:36,2024-042556,DOMESTIC / IN PROGRESS 24-03938,"510 SHERMAN ST Belleville, IL",,
7/15/2024 7:48,2024-042670,DOMESTIC / IN PROGRESS 24-03952,"310 N 49TH Belleville, IL",,
7/18/2024 9:47,2024-043525,DOMESTIC / IN PROGRESS 24-04013,"1510 WEST BLVD Belleville, IL",38.528706,-89.956063
7/19/2024 0:55,2024-043701,DOMESTIC / IN PROGRESS 24-04027,"3910 NORTH PARK Belleville, IL",38.5480416,-90.0146165
7/19/2024 8:37,2024-043744,DOMESTIC / IN PROGRESS 24-04034,"10 PHEASANTWOOD DR Belleville, IL",,
7/13/2024 7:25,2024-042245,DOMESTIC / NOT IN PROGRESS,"10 PHEASANTWOOD DR Belleville, IL",,
7/14/2024 21:07,2024-042609,DOMESTIC / NOT IN PROGRESS,"7310 OLD ST Belleville, IL",,
7/16/2024 0:04,2024-042844,DOMESTIC / NOT IN PROGRESS24-03971,"310 N 6TH Belleville, IL",38.5170873,-89.9922248
7/16/2024 1:21,2024-042857,DRUG ACTIVITY,"10 E MAIN Belleville, IL",38.5136008,-89.9838327
7/18/2024 3:25,2024-043489,DUI,"1 W STATE RT Belleville, IL",,
7/13/2024 6:46,2024-042239,EXTERNAL SERVICE REQUEST,"1 OLD ST LOUIS Belleville, IL",,
7/13/2024 22:17,2024-042428,EXTERNAL SERVICE REQUEST,"1810 N CHURCH Belleville, IL",38.5313359,-89.965909
7/16/2024 7:38,2024-042895,EXTERNAL SERVICE REQUEST,"710 N 2ND Belleville, IL",38.5214202,-89.987392
7/16/2024 9:37,2024-042921,EXTERNAL SERVICE REQUEST,"710 N 2ND Belleville, IL",,
7/16/2024 12:24,2024-042969,EXTERNAL SERVICE REQUEST,"1 SYCAMORE ST/N DOUGLAS Belleville, IL",38.51473,-89.973456
7/16/2024 13:02,2024-043005,EXTERNAL SERVICE REQUEST,"1 REUNION SUBDIVISION Belleville, IL",38.51473,-89.973456
7/16/2024 13:03,2024-043006,EXTERNAL SERVICE REQUEST,"1 SHERMAN ST/SCHEEL ST Belleville, IL",,
7/16/2024 13:06,2024-043011,EXTERNAL SERVICE REQUEST,"2310 W MAIN Belleville, IL",38.522521,-90.009084
7/16/2024 13:47,2024-043050,EXTERNAL SERVICE REQUEST,"1 CENTREVILLE AVE/S 6TH Belleville, IL",38.51473,-89.973456
7/16/2024 14:23,2024-043063,EXTERNAL SERVICE REQUEST,"1 N 6TH ST/W Belleville, IL",,
7/17/2024 17:39,2024-043385,EXTERNAL SERVICE REQUEST,"1 S ILLINOIS ST/E Belleville, IL",,
7/19/2024 13:02,2024-043800,EXTERNAL SERVICE REQUEST,"1 E VAN BUREN Belleville, IL",,
7/14/2024 17:36,2024-042570,FIGHT / NO WEAPONS 24-03944,"910 ROYAL HEIGHTS Belleville, IL",,
7/14/2024 22:27,2024-042619,FIGHT / NO WEAPONS 24-03949,"710 S 1ST Belleville, IL",,
7/18/2024 16:01,2024-043596,FIRE ALARM / STILL,"10 N 10TH Belleville, IL",,
7/16/2024 14:33,2024-043068,FIRE RESCUE VEH IN WATER / STILL,"1 N 5TH ST/W Belleville, IL",,
7/13/2024 8:50,2024-042256,FIRE SERVICE CALL SERVICE CALL / STILL,"610 SPRINGDALE DR Belleville, IL",,
7/16/2024 15:48,2024-043098,FIRE SEVERE WEATHER FLOODING / STILL,"510 N 3RD Belleville, IL",,
7/16/2024 19:36,2024-043159,FIRE STRUCTURE / 1ST,"10 N 64TH Belleville, IL",,
7/16/2024 12:27,2024-042973,FIRE WATER RESCUE / STILL,"10 S 14TH Belleville, IL",,
7/16/2024 12:51,2024-042994,FIRE WATER RESCUE / STILL,"310 WEST PARK Belleville, IL",,
7/16/2024 12:59,2024-043003,FIRE WATER RESCUE / STILL,"10 ORCHARD DR Belleville, IL",,
7/16/2024 13:56,2024-043052,FIRE WATER RESCUE / STILL,"810 S 6TH Belleville, IL",,
7/13/2024 21:03,2024-042406,FIREWORKS COMPLAINT,"1 CAMROSE GREEN ST Belleville, IL",,
7/17/2024 7:08,2024-043250,FIREWORKS COMPLAINT,"1910 STEVENS ST Belleville, IL",,
7/18/2024 18:01,2024-043622,FIREWORKS COMPLAINT,"10 S 19TH Belleville, IL",,
7/19/2024 6:20,2024-043721,FIREWORKS COMPLAINT,"310 N 2ND Belleville, IL",,
7/19/2024 20:02,2024-043877,FIREWORKS COMPLAINT,"1 S 55TH ST Belleville, IL",,
7/13/2024 8:41,2024-042253,FOLLOW UP,"1610 LEBANON AVE Belleville, IL",,
7/13/2024 22:40,2024-042430,FOLLOW UP,"1010 E MAIN Belleville, IL",,
7/14/2024 10:14,2024-042509,FOLLOW UP,"720 W MAIN Belleville, IL",,
7/15/2024 10:02,2024-042701,FOLLOW UP,"720 W MAIN Belleville, IL",,
7/15/2024 14:14,2024-042749,FOLLOW UP,"1310 UNION AVE Belleville, IL",,
7/15/2024 18:19,2024-042783,FOLLOW UP,"510 S ILLINOIS Belleville, IL",,
7/16/2024 3:42,2024-042870,FOLLOW UP,"1010 BELLE VALLEY Belleville, IL",,
7/16/2024 7:23,2024-042891,FOLLOW UP,"4500 MEMORIAL DR Belleville, IL",,
7/16/2024 9:18,2024-042913,FOLLOW UP,"720 W MAIN Belleville, IL",,
7/16/2024 18:38,2024-043144,FOLLOW UP,"10 NEWMAN DR Belleville, IL",,
7/17/2024 11:13,2024-043298,FOLLOW UP,"110 HALSTED DR Belleville, IL",,
7/17/2024 12:00,2024-043312,FOLLOW UP,"110 HALSTED DR Belleville, IL",38.5311085,-90.0265085
7/17/2024 14:55,2024-043346,FOLLOW UP,"2610 GREEN MOUNT Belleville, IL",38.520541,-89.924028
7/17/2024 15:48,2024-043359,FOLLOW UP,"720 W MAIN Belleville, IL",,
7/17/2024 16:18,2024-043368,FOLLOW UP,"9010 LEBANON RD Belleville, IL",,
7/17/2024 19:44,2024-043411,FOLLOW UP,"720 W MAIN Belleville, IL",,
7/18/2024 13:01,2024-043556,FOLLOW UP,"1010 COOL VALLEY Belleville, IL",38.5015356,-89.9507085
7/18/2024 14:10,2024-043573,FOLLOW UP,"1510 WEST BLVD Belleville, IL",38.528706,-89.956063
7/19/2024 7:08,2024-043728,FOLLOW UP,"720 W MAIN Belleville, IL",,
7/19/2024 8:34,2024-043743,FOLLOW UP,"10 GARNETTE DR Belleville, IL",,
7/19/2024 9:40,2024-043755,FOLLOW UP,"610 CARLYLE AVE Belleville, IL",38.5163816,-89.9567007
7/19/2024 13:28,2024-043803,FOLLOW UP,"1 RAAB AVE/S 16TH Belleville, IL",38.51473,-89.973456
7/19/2024 19:08,2024-043853,FOLLOW UP,"3910 NORTH BELT Belleville, IL",,
7/19/2024 19:44,2024-043870,FOLLOW UP,"210 S ILLINOIS Belleville, IL",,
7/19/2024 22:43,2024-043928,FOLLOW UP,"510 W C Belleville, IL",38.5166818,-89.9917048
7/16/2024 4:44,2024-042878,FOLLOW UP 24-03975,"1010 BELLE VALLEY Belleville, IL",38.501508,-89.9517502
7/18/2024 14:37,2024-043581,FOLLOW UP 24-04020,"1710 N CHARLES Belleville, IL",,
7/14/2024 13:12,2024-042530,FOUND ARTICLE,"5610 BELLEVILLE CROSSING Belleville, IL",,
7/17/2024 8:56,2024-043276,FOUND ARTICLE,"110 E D Belleville, IL",38.517738,-89.981484
7/17/2024 18:18,2024-043392,FOUND ARTICLE,"1 N GREEN MOUNT Belleville, IL",38.519485,-89.928642
7/18/2024 19:14,2024-043635,FOUND ARTICLE,"210 E A Belleville, IL",,
7/18/2024 9:51,2024-043528,FRAUD-DECEPTIVE PRACTICES,"1810 CARLYLE AVE Belleville, IL",,
7/13/2024 10:23,2024-042271,FRAUD-DECEPTIVE PRACTICES24-03910,"2010 NORTH BELT Belleville, IL",,
7/13/2024 15:12,2024-042335,FRAUD-DECEPTIVE PRACTICES24-03919,"4810 W MAIN Belleville, IL",38.5429242,-90.0270083
7/13/2024 19:29,2024-042386,FRAUD-DECEPTIVE PRACTICES24-03927,"2010 NORTH BELT Belleville, IL",38.5415071,-90.0062552
7/14/2024 12:33,2024-042529,FRAUD-DECEPTIVE PRACTICES24-03936,"1110 LILAC DR Belleville, IL",,
7/17/2024 8:36,2024-043267,FRAUD-DECEPTIVE PRACTICES24-03991,"2610 GREEN MOUNT Belleville, IL",,
7/17/2024 0:01,2024-043214,HARASSMENT,"3910 W MAIN Belleville, IL",,
7/17/2024 11:57,2024-043310,HARASSMENT,"10 CHRISTOPHER DR Belleville, IL",38.5425845,-90.0079411
7/15/2024 16:24,2024-042768,HARASSMENT 24-03964,"210 SPRINGDALE DR Belleville, IL",38.5457515,-90.039545
7/17/2024 19:40,2024-043409,HIT AND RUN,"2610 GREEN MOUNT Belleville, IL",,
7/19/2024 19:14,2024-043855,HIT AND RUN 24-04039,"410 S ILLINOIS Belleville, IL",,
7/17/2024 12:32,2024-043319,HOUSING VIOLATION,"10 N 78TH Belleville, IL",38.5635912,-90.0473984
7/17/2024 20:25,2024-043419,HOUSING VIOLATION,"1810 NORTH BELT Belleville, IL",38.5410975,-90.0051824
7/14/2024 10:59,2024-042513,ILLEGAL DUMPING,"2210 W STATE Belleville, IL",,
7/14/2024 16:11,2024-042562,ILLEGAL PARKING,"410 S 19TH Belleville, IL",38.516716,-90.009293
7/18/2024 18:39,2024-043628,ILLEGAL PARKING,"510 N JACKSON Belleville, IL",38.5191326,-89.9819646
7/19/2024 8:28,2024-043742,ILLEGAL PARKING,"110 W WASHINGTON Belleville, IL",38.593455,-89.911768
7/19/2024 23:05,2024-043937,ILLEGAL PARKING,"10 SPRUCE DR Belleville, IL",38.5213232,-89.9568087
7/19/2024 15:00,2024-043814,INDECENT EXPOSURE,"1 W MAIN ST/N Belleville, IL",,
7/16/2024 13:10,2024-043019,INFORMATION ONLY,"3310 PUTNAM AVE Belleville, IL",,
7/17/2024 21:59,2024-043439,JUVENILE DISTURBANCE,"910 ROYAL HEIGHTS Belleville, IL",38.5442171,-90.0137165
7/15/2024 20:33,2024-042816,JUVENILE PROBLEM,"1310 UNION AVE Belleville, IL",38.5131049,-90.002479
7/16/2024 0:53,2024-042852,JUVENILE PROBLEM,"1310 UNION AVE Belleville, IL",,
7/16/2024 1:27,2024-042858,JUVENILE PROBLEM,"1110 DAWN DR Belleville, IL",,
7/17/2024 20:01,2024-043415,JUVENILE PROBLEM,"710 N 2ND Belleville, IL",,
